date,ticker,sector,entry_time,exit_time,entry,exit,stop,target,shares,cost,gross_pnl,commission,net_pnl,exit_reason,rsi_entry,vol_ratio,atr
2026-03-31,F,Auto,2026-03-31 16:35:00+00:00,2026-03-31 16:40:00+00:00,11.445,11.5402,11.3974,11.5402,4,45.78,0.3808,0.04,0.3408,TARGET,55.0,1.32,0.0317
2026-03-31,F,Auto,2026-03-31 17:05:00+00:00,2026-03-31 19:55:00+00:00,11.48,11.515,11.4086,11.6227,4,45.92,0.14,0.04,0.1,EOD,57.5,2.05,0.0476
2026-04-01,F,Auto,2026-04-01 16:30:00+00:00,2026-04-01 19:55:00+00:00,11.64,11.675,11.6022,11.7156,4,46.56,0.14,0.04,0.1,EOD,55.0,1.59,0.0252
2026-04-02,F,Auto,2026-04-02 16:35:00+00:00,2026-04-02 19:55:00+00:00,11.5566,11.59,11.512,11.6458,4,46.23,0.1336,0.04,0.0936,EOD,56.1,1.47,0.0297
2026-04-06,F,Auto,2026-04-06 15:20:00+00:00,2026-04-06 17:05:00+00:00,11.59,11.546,11.546,11.678,4,46.36,-0.1759,0.04,-0.2159,STOP,53.0,1.76,0.0293
2026-04-06,F,Auto,2026-04-06 19:30:00+00:00,2026-04-06 19:55:00+00:00,11.575,11.6,11.5486,11.6278,4,46.3,0.1,0.04,0.06,EOD,58.2,1.54,0.0176
2026-04-07,F,Auto,2026-04-07 16:00:00+00:00,2026-04-07 18:45:00+00:00,11.505,11.4472,11.4472,11.6207,4,46.02,-0.2313,0.04,-0.2713,STOP,57.4,3.03,0.0386
2026-04-07,F,Auto,2026-04-07 19:15:00+00:00,2026-04-07 19:55:00+00:00,11.515,11.535,11.4592,11.6266,4,46.06,0.08,0.04,0.04,EOD,51.9,1.48,0.0372
2026-04-08,F,Auto,2026-04-08 16:35:00+00:00,2026-04-08 18:00:00+00:00,12.1299,12.2157,12.087,12.2157,4,48.52,0.3432,0.04,0.3032,TARGET,63.5,1.21,0.0286
2026-04-08,F,Auto,2026-04-08 18:10:00+00:00,2026-04-08 18:15:00+00:00,12.225,12.1873,12.1873,12.3003,4,48.9,-0.1506,0.04,-0.1906,STOP,69.9,1.78,0.0251
2026-04-08,F,Auto,2026-04-08 18:20:00+00:00,2026-04-08 18:40:00+00:00,12.225,12.1778,12.1778,12.3194,4,48.9,-0.1887,0.04,-0.2287,STOP,64.2,2.24,0.0315
2026-04-09,F,Auto,2026-04-09 15:20:00+00:00,2026-04-09 16:00:00+00:00,12.1324,12.2512,12.073,12.2512,4,48.53,0.4751,0.04,0.4351,TARGET,60.6,2.86,0.0396
2026-04-09,F,Auto,2026-04-09 16:15:00+00:00,2026-04-09 16:45:00+00:00,12.2301,12.1809,12.1809,12.3285,4,48.92,-0.1968,0.04,-0.2368,STOP,70.8,1.22,0.0328
2026-04-09,F,Auto,2026-04-09 17:40:00+00:00,2026-04-09 18:00:00+00:00,12.2301,12.1956,12.1956,12.2992,4,48.92,-0.1382,0.04,-0.1782,STOP,60.1,1.57,0.023
2026-04-10,F,Auto,2026-04-10 18:25:00+00:00,2026-04-10 18:45:00+00:00,12.175,12.1494,12.1494,12.2262,4,48.7,-0.1024,0.04,-0.1424,STOP,74.7,1.3,0.0171
2026-04-13,F,Auto,2026-04-13 16:05:00+00:00,2026-04-13 19:50:00+00:00,12.035,12.124,11.9905,12.124,4,48.14,0.3558,0.04,0.3158,TARGET,49.7,1.27,0.0297
2026-04-14,F,Auto,2026-04-14 19:00:00+00:00,2026-04-14 19:10:00+00:00,12.64,12.6965,12.6118,12.6965,3,37.92,0.1694,0.03,0.1394,TARGET,63.7,2.36,0.0188
2026-04-14,F,Auto,2026-04-14 19:45:00+00:00,2026-04-14 19:55:00+00:00,12.725,12.6857,12.6857,12.8036,3,38.18,-0.1179,0.03,-0.1479,STOP,72.5,3.04,0.0262
2026-04-15,F,Auto,2026-04-15 15:30:00+00:00,2026-04-15 16:30:00+00:00,12.585,12.6732,12.5409,12.6732,3,37.76,0.2647,0.03,0.2347,TARGET,52.3,1.5,0.0294
2026-04-15,F,Auto,2026-04-15 16:40:00+00:00,2026-04-15 18:40:00+00:00,12.65,12.7344,12.6078,12.7344,3,37.95,0.2533,0.03,0.2233,TARGET,60.9,1.4,0.0281
2026-04-15,F,Auto,2026-04-15 18:50:00+00:00,2026-04-15 19:35:00+00:00,12.7431,12.7144,12.7144,12.8005,3,38.23,-0.0862,0.03,-0.1162,STOP,72.4,1.68,0.0191
2026-04-17,F,Auto,2026-04-17 19:30:00+00:00,2026-04-17 19:45:00+00:00,12.903,12.8739,12.8739,12.9612,3,38.71,-0.0873,0.03,-0.1173,STOP,52.4,2.01,0.0194
2026-04-20,F,Auto,2026-04-20 15:20:00+00:00,2026-04-20 16:00:00+00:00,12.825,12.7824,12.7824,12.9102,3,38.47,-0.1278,0.03,-0.1578,STOP,48.8,1.45,0.0284
2026-04-20,F,Auto,2026-04-20 18:10:00+00:00,2026-04-20 19:55:00+00:00,12.815,12.87,12.7863,12.8724,3,38.44,0.165,0.03,0.135,EOD,57.5,1.64,0.0191
2026-04-24,F,Auto,2026-04-24 15:35:00+00:00,2026-04-24 16:35:00+00:00,12.3821,12.3418,12.3418,12.4628,4,49.53,-0.1613,0.04,-0.2013,STOP,49.8,1.34,0.0269
2026-04-24,F,Auto,2026-04-24 19:30:00+00:00,2026-04-24 19:55:00+00:00,12.385,12.38,12.3529,12.4493,4,49.54,-0.02,0.04,-0.06,EOD,61.9,1.56,0.0214
2026-04-27,F,Auto,2026-04-27 19:35:00+00:00,2026-04-27 19:55:00+00:00,12.505,12.4962,12.4743,12.5664,3,37.52,-0.0264,0.03,-0.0564,EOD,65.6,1.52,0.0205
2026-04-28,F,Auto,2026-04-28 17:50:00+00:00,2026-04-28 18:45:00+00:00,12.355,12.385,12.3226,12.4197,4,49.42,0.12,0.04,0.08,EOD,55.8,1.65,0.0216
2026-03-31,SNAP,Social,2026-03-31 17:15:00+00:00,2026-03-31 17:25:00+00:00,4.595,4.5312,4.5312,4.7226,10,45.95,-0.6378,0.1,-0.7378,STOP,73.6,1.53,0.0425
2026-03-31,SNAP,Social,2026-03-31 18:25:00+00:00,2026-03-31 19:55:00+00:00,4.5894,4.605,4.5424,4.6833,10,45.89,0.156,0.1,0.056,EOD,65.7,1.29,0.0313
2026-04-01,SNAP,Social,2026-04-01 15:40:00+00:00,2026-04-01 16:35:00+00:00,4.785,4.8914,4.7318,4.8914,10,47.85,1.0644,0.1,0.9644,TARGET,59.6,1.31,0.0355
2026-04-01,SNAP,Social,2026-04-01 16:40:00+00:00,2026-04-01 18:10:00+00:00,4.885,4.8376,4.8376,4.9798,10,48.85,-0.4742,0.1,-0.5742,STOP,74.3,1.29,0.0316
2026-04-01,SNAP,Social,2026-04-01 18:45:00+00:00,2026-04-01 19:55:00+00:00,4.845,4.905,4.8039,4.9272,10,48.45,0.6,0.1,0.5,EOD,51.0,1.37,0.0274
2026-04-06,SNAP,Social,2026-04-06 16:10:00+00:00,2026-04-06 19:55:00+00:00,4.705,4.72,4.6627,4.7896,10,47.05,0.15,0.1,0.05,EOD,67.3,1.31,0.0282
2026-04-07,SNAP,Social,2026-04-07 15:35:00+00:00,2026-04-07 16:00:00+00:00,4.7403,4.829,4.696,4.829,10,47.4,0.8869,0.1,0.7869,TARGET,58.1,3.09,0.0296
2026-04-07,SNAP,Social,2026-04-07 16:05:00+00:00,2026-04-07 19:00:00+00:00,4.795,4.74,4.74,4.9051,10,47.95,-0.5504,0.1,-0.6504,STOP,64.9,2.2,0.0367
2026-04-07,SNAP,Social,2026-04-07 19:10:00+00:00,2026-04-07 19:55:00+00:00,4.7675,4.81,4.7316,4.8393,10,47.67,0.425,0.1,0.325,EOD,45.5,1.22,0.0239
2026-04-09,SNAP,Social,2026-04-09 15:20:00+00:00,2026-04-09 16:00:00+00:00,4.715,4.8057,4.6696,4.8057,10,47.15,0.9071,0.1,0.8071,TARGET,55.4,1.94,0.0302
2026-04-09,SNAP,Social,2026-04-09 17:15:00+00:00,2026-04-09 18:05:00+00:00,4.785,4.8484,4.7533,4.8484,10,47.85,0.6339,0.1,0.5339,TARGET,61.4,1.81,0.0211
2026-04-09,SNAP,Social,2026-04-09 18:10:00+00:00,2026-04-09 19:05:00+00:00,4.81,4.904,4.763,4.904,10,48.1,0.94,0.1,0.84,TARGET,60.7,1.51,0.0313
2026-04-13,SNAP,Social,2026-04-13 16:05:00+00:00,2026-04-13 17:00:00+00:00,5.005,5.0713,4.9719,5.0713,9,45.05,0.5965,0.09,0.5065,TARGET,66.1,1.24,0.0221
2026-04-13,SNAP,Social,2026-04-13 17:10:00+00:00,2026-04-13 19:55:00+00:00,5.095,5.13,5.057,5.1711,9,45.85,0.315,0.09,0.225,EOD,76.1,1.82,0.0254
2026-04-14,SNAP,Social,2026-04-14 15:55:00+00:00,2026-04-14 17:20:00+00:00,5.305,5.3733,5.2709,5.3733,9,47.74,0.6145,0.09,0.5245,TARGET,64.5,1.78,0.0228
2026-04-14,SNAP,Social,2026-04-14 17:30:00+00:00,2026-04-14 18:10:00+00:00,5.3946,5.3676,5.3676,5.4487,9,48.55,-0.2433,0.09,-0.3333,STOP,76.6,2.17,0.018
2026-04-14,SNAP,Social,2026-04-14 18:25:00+00:00,2026-04-14 18:45:00+00:00,5.395,5.4639,5.3606,5.4639,9,48.55,0.6198,0.09,0.5298,TARGET,61.3,1.26,0.023
2026-04-15,SNAP,Social,2026-04-15 15:20:00+00:00,2026-04-15 16:40:00+00:00,6.06,5.9563,5.9563,6.2675,8,48.48,-0.8298,0.08,-0.9098,STOP,68.0,1.2,0.0692
2026-04-15,SNAP,Social,2026-04-15 17:50:00+00:00,2026-04-15 18:30:00+00:00,5.985,6.106,5.9245,6.106,8,47.88,0.9677,0.08,0.8877,TARGET,54.9,1.37,0.0403
2026-04-15,SNAP,Social,2026-04-15 18:35:00+00:00,2026-04-15 19:00:00+00:00,6.095,6.0394,6.0394,6.2062,8,48.76,-0.4448,0.08,-0.5248,STOP,69.2,1.98,0.0371
2026-04-16,SNAP,Social,2026-04-16 16:45:00+00:00,2026-04-16 18:40:00+00:00,6.0336,6.1323,5.9842,6.1323,8,48.27,0.7896,0.08,0.7096,TARGET,57.9,1.57,0.0329
2026-04-17,SNAP,Social,2026-04-17 16:00:00+00:00,2026-04-17 17:15:00+00:00,6.155,6.112,6.112,6.2411,8,49.24,-0.3442,0.08,-0.4242,STOP,67.7,1.55,0.0287
2026-04-17,SNAP,Social,2026-04-17 17:55:00+00:00,2026-04-17 18:10:00+00:00,6.115,6.0676,6.0676,6.2098,8,48.92,-0.3793,0.08,-0.4593,STOP,50.0,1.48,0.0316
2026-04-20,SNAP,Social,2026-04-20 17:10:00+00:00,2026-04-20 18:35:00+00:00,5.95,6.0111,5.9194,6.0111,8,47.6,0.489,0.08,0.409,TARGET,58.4,1.27,0.0204
2026-04-20,SNAP,Social,2026-04-20 18:40:00+00:00,2026-04-20 19:00:00+00:00,6.02,5.989,5.989,6.082,8,48.16,-0.248,0.08,-0.328,STOP,70.4,1.22,0.0207
2026-04-20,SNAP,Social,2026-04-20 19:30:00+00:00,2026-04-20 19:55:00+00:00,6.015,6.0,5.9849,6.0751,8,48.12,-0.12,0.08,-0.2,EOD,60.3,1.35,0.02
2026-04-22,SNAP,Social,2026-04-22 15:40:00+00:00,2026-04-22 19:55:00+00:00,5.8901,5.855,5.8345,6.0013,8,47.12,-0.2808,0.08,-0.3608,EOD,59.4,1.31,0.0371
2026-04-24,SNAP,Social,2026-04-24 15:40:00+00:00,2026-04-24 19:55:00+00:00,5.655,5.66,5.6048,5.7554,8,45.24,0.04,0.08,-0.04,EOD,71.2,1.43,0.0335
2026-04-27,SNAP,Social,2026-04-27 15:55:00+00:00,2026-04-27 19:05:00+00:00,6.155,6.0976,6.0976,6.2698,8,49.24,-0.4593,0.08,-0.5393,STOP,70.6,2.52,0.0383
2026-04-28,SNAP,Social,2026-04-28 17:00:00+00:00,2026-04-28 18:45:00+00:00,6.0099,6.015,5.9799,6.0699,8,48.08,0.0408,0.08,-0.0392,EOD,58.7,1.35,0.02
2026-03-31,MARA,Crypto,2026-03-31 16:35:00+00:00,2026-03-31 16:40:00+00:00,7.87,8.0455,7.7822,8.0455,6,47.22,1.053,0.06,0.993,TARGET,61.9,1.43,0.0585
2026-03-31,MARA,Crypto,2026-03-31 16:45:00+00:00,2026-03-31 19:00:00+00:00,7.96,8.1842,7.8479,8.1842,6,47.76,1.3453,0.06,1.2853,TARGET,69.1,1.99,0.0747
2026-03-31,MARA,Crypto,2026-03-31 19:10:00+00:00,2026-03-31 19:55:00+00:00,8.1483,8.15,8.0723,8.3003,6,48.89,0.0102,0.06,-0.0498,EOD,62.2,1.49,0.0507
2026-04-01,MARA,Crypto,2026-04-01 15:50:00+00:00,2026-04-01 16:30:00+00:00,8.2201,8.1378,8.1378,8.3847,6,49.32,-0.4938,0.06,-0.5538,STOP,56.4,2.41,0.0549
2026-04-01,MARA,Crypto,2026-04-01 16:50:00+00:00,2026-04-01 17:20:00+00:00,8.245,8.1791,8.1791,8.3767,6,49.47,-0.3952,0.06,-0.4552,STOP,59.4,1.33,0.0439
2026-04-02,MARA,Crypto,2026-04-02 16:40:00+00:00,2026-04-02 17:40:00+00:00,8.12,8.3128,8.0236,8.3128,6,48.72,1.157,0.06,1.097,TARGET,51.1,1.36,0.0643
2026-04-02,MARA,Crypto,2026-04-02 17:45:00+00:00,2026-04-02 18:50:00+00:00,8.27,8.4262,8.1919,8.4262,6,49.62,0.937,0.06,0.877,TARGET,60.8,2.27,0.0521
2026-04-02,MARA,Crypto,2026-04-02 18:55:00+00:00,2026-04-02 19:40:00+00:00,8.5024,8.6737,8.4167,8.6737,5,42.51,0.8566,0.05,0.8066,TARGET,72.1,1.53,0.0571
2026-04-06,MARA,Crypto,2026-04-06 19:10:00+00:00,2026-04-06 19:35:00+00:00,8.97,8.902,8.902,9.106,5,44.85,-0.3401,0.05,-0.3901,STOP,60.6,1.23,0.0453
2026-04-07,MARA,Crypto,2026-04-07 15:45:00+00:00,2026-04-07 16:00:00+00:00,8.49,8.6724,8.3988,8.6724,5,42.45,0.9121,0.05,0.8621,TARGET,56.6,1.29,0.0608
2026-04-07,MARA,Crypto,2026-04-07 16:45:00+00:00,2026-04-07 17:25:00+00:00,8.7014,8.611,8.611,8.8823,5,43.51,-0.4522,0.05,-0.5022,STOP,66.0,1.41,0.0603
2026-04-07,MARA,Crypto,2026-04-07 18:00:00+00:00,2026-04-07 18:25:00+00:00,8.79,8.7115,8.7115,8.9469,5,43.95,-0.3924,0.05,-0.4424,STOP,68.4,1.68,0.0523
2026-04-08,MARA,Crypto,2026-04-08 15:40:00+00:00,2026-04-08 16:50:00+00:00,9.48,9.6968,9.3716,9.6968,5,47.4,1.0842,0.05,1.0342,TARGET,72.1,2.58,0.0723
2026-04-09,MARA,Crypto,2026-04-09 15:20:00+00:00,2026-04-09 15:55:00+00:00,9.515,9.7306,9.4072,9.7306,5,47.58,1.0778,0.05,1.0278,TARGET,55.7,1.5,0.0719
2026-04-09,MARA,Crypto,2026-04-09 16:00:00+00:00,2026-04-09 18:00:00+00:00,9.837,9.72,9.72,10.0711,5,49.18,-0.5852,0.05,-0.6352,STOP,75.6,1.9,0.078
2026-04-09,MARA,Crypto,2026-04-09 19:15:00+00:00,2026-04-09 19:35:00+00:00,9.785,9.7098,9.7098,9.9354,5,48.92,-0.3761,0.05,-0.4261,STOP,56.2,1.39,0.0501
2026-04-13,MARA,Crypto,2026-04-13 17:30:00+00:00,2026-04-13 17:50:00+00:00,10.0799,9.9971,9.9971,10.2456,4,40.32,-0.3313,0.04,-0.3713,STOP,58.6,1.22,0.0552
2026-04-13,MARA,Crypto,2026-04-13 18:45:00+00:00,2026-04-13 19:20:00+00:00,10.145,10.2779,10.0786,10.2779,4,40.58,0.5315,0.04,0.4915,TARGET,67.4,1.49,0.0443
2026-04-13,MARA,Crypto,2026-04-13 19:30:00+00:00,2026-04-13 19:55:00+00:00,10.325,10.355,10.2475,10.4799,4,41.3,0.12,0.04,0.08,EOD,73.8,1.24,0.0516
2026-04-15,MARA,Crypto,2026-04-15 18:30:00+00:00,2026-04-15 19:40:00+00:00,10.3001,10.4215,10.2394,10.4215,4,41.2,0.4858,0.04,0.4458,TARGET,62.3,1.8,0.0405
2026-04-15,MARA,Crypto,2026-04-15 19:45:00+00:00,2026-04-15 19:55:00+00:00,10.465,10.47,10.3963,10.6023,4,41.86,0.02,0.04,-0.02,EOD,75.1,1.31,0.0458
2026-04-16,MARA,Crypto,2026-04-16 15:20:00+00:00,2026-04-16 16:30:00+00:00,10.785,10.6601,10.6601,11.0348,4,43.14,-0.4996,0.04,-0.5396,STOP,73.4,1.53,0.0833
2026-04-16,MARA,Crypto,2026-04-16 16:50:00+00:00,2026-04-16 17:30:00+00:00,10.825,11.0354,10.7198,11.0354,4,43.3,0.8416,0.04,0.8016,TARGET,62.4,1.33,0.0701
2026-04-16,MARA,Crypto,2026-04-16 17:55:00+00:00,2026-04-16 19:15:00+00:00,11.13,11.4117,10.9891,11.4117,4,44.52,1.1269,0.04,1.0869,TARGET,65.9,1.22,0.0939
2026-04-17,MARA,Crypto,2026-04-17 15:55:00+00:00,2026-04-17 16:55:00+00:00,11.9773,11.8413,11.8413,12.2493,4,47.91,-0.5441,0.04,-0.5841,STOP,63.0,1.75,0.0907
2026-04-20,MARA,Crypto,2026-04-20 15:25:00+00:00,2026-04-20 16:00:00+00:00,11.44,11.2811,11.2811,11.7578,4,45.76,-0.6356,0.04,-0.6756,STOP,57.0,1.21,0.1059
2026-04-20,MARA,Crypto,2026-04-20 17:05:00+00:00,2026-04-20 18:00:00+00:00,11.31,11.49,11.22,11.49,4,45.24,0.7202,0.04,0.6802,TARGET,50.8,1.23,0.06
2026-04-20,MARA,Crypto,2026-04-20 18:05:00+00:00,2026-04-20 18:35:00+00:00,11.525,11.7022,11.4364,11.7022,4,46.1,0.7089,0.04,0.6689,TARGET,67.6,1.41,0.0591
2026-04-21,MARA,Crypto,2026-04-21 19:20:00+00:00,2026-04-21 19:40:00+00:00,11.35,11.2406,11.2406,11.5688,4,45.4,-0.4375,0.04,-0.4775,STOP,63.8,1.76,0.0729
2026-04-22,MARA,Crypto,2026-04-22 16:00:00+00:00,2026-04-22 16:15:00+00:00,12.165,12.0285,12.0285,12.4381,4,48.66,-0.5462,0.04,-0.5862,STOP,65.4,1.33,0.091
2026-04-23,MARA,Crypto,2026-04-23 16:35:00+00:00,2026-04-23 17:00:00+00:00,12.1701,12.0536,12.0536,12.4031,4,48.68,-0.466,0.04,-0.506,STOP,61.0,1.36,0.0777
2026-04-24,MARA,Crypto,2026-04-24 17:15:00+00:00,2026-04-24 19:35:00+00:00,11.699,11.5938,11.5938,11.9093,4,46.8,-0.4206,0.04,-0.4606,STOP,64.7,1.96,0.0701
2026-04-28,MARA,Crypto,2026-04-28 15:20:00+00:00,2026-04-28 18:45:00+00:00,10.91,10.9602,10.7642,11.2015,4,43.64,0.2008,0.04,0.1608,EOD,51.5,1.76,0.0972
2026-03-31,RIOT,Crypto,2026-03-31 16:40:00+00:00,2026-03-31 17:15:00+00:00,12.035,12.3323,11.8864,12.3323,4,48.14,1.189,0.04,1.149,TARGET,73.6,4.27,0.0991
2026-03-31,RIOT,Crypto,2026-03-31 17:20:00+00:00,2026-03-31 17:25:00+00:00,12.425,12.2352,12.2352,12.8046,4,49.7,-0.7593,0.04,-0.7993,STOP,76.7,3.0,0.1265
2026-03-31,RIOT,Crypto,2026-03-31 19:10:00+00:00,2026-03-31 19:55:00+00:00,12.41,12.3002,12.3002,12.6295,4,49.64,-0.439,0.04,-0.479,STOP,62.2,1.28,0.0732
2026-04-01,RIOT,Crypto,2026-04-01 15:25:00+00:00,2026-04-01 18:00:00+00:00,12.71,12.5761,12.5761,12.9778,3,38.13,-0.4016,0.03,-0.4316,STOP,58.2,1.47,0.0893
2026-04-01,RIOT,Crypto,2026-04-01 19:45:00+00:00,2026-04-01 19:50:00+00:00,12.675,12.5819,12.5819,12.8612,3,38.03,-0.2794,0.03,-0.3094,STOP,60.3,1.82,0.0621
2026-04-02,RIOT,Crypto,2026-04-02 17:10:00+00:00,2026-04-02 17:35:00+00:00,12.855,12.7608,12.7608,13.0435,3,38.56,-0.2827,0.03,-0.3127,STOP,63.2,1.22,0.0628
2026-04-02,RIOT,Crypto,2026-04-02 18:45:00+00:00,2026-04-02 19:55:00+00:00,12.765,12.875,12.6777,12.9397,3,38.3,0.33,0.03,0.3,EOD,53.2,1.57,0.0582
2026-04-06,RIOT,Crypto,2026-04-06 16:40:00+00:00,2026-04-06 16:55:00+00:00,13.67,13.5876,13.5876,13.8347,3,41.01,-0.2471,0.03,-0.2771,STOP,66.7,1.33,0.0549
2026-04-06,RIOT,Crypto,2026-04-06 18:10:00+00:00,2026-04-06 19:55:00+00:00,13.525,13.51,13.4343,13.7064,3,40.57,-0.045,0.03,-0.075,EOD,54.3,1.21,0.0605
2026-04-07,RIOT,Crypto,2026-04-07 15:25:00+00:00,2026-04-07 16:40:00+00:00,13.735,14.0214,13.5918,14.0214,3,41.2,0.8593,0.03,0.8293,TARGET,63.3,1.2,0.0955
2026-04-07,RIOT,Crypto,2026-04-07 16:50:00+00:00,2026-04-07 17:25:00+00:00,13.995,13.8618,13.8618,14.2614,3,41.98,-0.3995,0.03,-0.4295,STOP,68.6,1.25,0.0888
2026-04-07,RIOT,Crypto,2026-04-07 17:35:00+00:00,2026-04-07 19:20:00+00:00,13.935,14.1719,13.8165,14.1719,3,41.81,0.7107,0.03,0.6807,TARGET,58.0,1.48,0.079
2026-04-08,RIOT,Crypto,2026-04-08 16:05:00+00:00,2026-04-08 16:55:00+00:00,15.96,16.2643,15.8079,16.2643,3,47.88,0.9128,0.03,0.8828,TARGET,75.6,1.22,0.1014
2026-04-08,RIOT,Crypto,2026-04-08 17:30:00+00:00,2026-04-08 18:25:00+00:00,16.215,16.0754,16.0754,16.4942,3,48.65,-0.4188,0.03,-0.4488,STOP,71.2,1.82,0.0931
2026-04-08,RIOT,Crypto,2026-04-08 19:35:00+00:00,2026-04-08 19:55:00+00:00,16.08,16.1,15.9218,16.3964,3,48.24,0.06,0.03,0.03,EOD,52.9,1.87,0.1055
2026-04-09,RIOT,Crypto,2026-04-09 15:30:00+00:00,2026-04-09 16:00:00+00:00,16.78,17.0732,16.6334,17.0732,2,33.56,0.5864,0.02,0.5664,TARGET,65.7,1.51,0.0977
2026-04-09,RIOT,Crypto,2026-04-09 16:15:00+00:00,2026-04-09 16:40:00+00:00,17.025,16.8717,16.8717,17.3315,2,34.05,-0.3065,0.02,-0.3265,STOP,71.3,1.56,0.1022
2026-04-09,RIOT,Crypto,2026-04-09 19:10:00+00:00,2026-04-09 19:25:00+00:00,16.845,16.7406,16.7406,17.0538,2,33.69,-0.2088,0.02,-0.2288,STOP,53.7,1.4,0.0696
2026-04-10,RIOT,Crypto,2026-04-10 18:15:00+00:00,2026-04-10 18:40:00+00:00,16.985,16.8982,16.8982,17.1586,2,33.97,-0.1736,0.02,-0.1936,STOP,66.3,2.33,0.0579
2026-04-13,RIOT,Crypto,2026-04-13 16:40:00+00:00,2026-04-13 18:50:00+00:00,17.1101,17.3488,16.9907,17.3488,2,34.22,0.4775,0.02,0.4575,TARGET,58.8,1.74,0.0796
2026-04-13,RIOT,Crypto,2026-04-13 18:55:00+00:00,2026-04-13 19:40:00+00:00,17.355,17.2765,17.2765,17.512,2,34.71,-0.157,0.02,-0.177,STOP,74.3,1.23,0.0523
2026-04-13,RIOT,Crypto,2026-04-13 19:50:00+00:00,2026-04-13 19:55:00+00:00,17.355,17.36,17.2669,17.5313,2,34.71,0.01,0.02,-0.01,EOD,60.5,2.58,0.0588
